Agency,variable,value,binary
U.S. Trade and Development Agency,Downgrades HTTPS,0,No
U.S. Trade and Development Agency,HSTS,0,No
U.S. Trade and Development Agency,HSTS All Subdomains,0,No
U.S. Trade and Development Agency,HSTS Preload Ready,0,No
U.S. Trade and Development Agency,HTTPS Bad Chain,0,No
U.S. Trade and Development Agency,HTTPS Bad Hostname,0,No
U.S. Trade and Development Agency,Live,1,No
U.S. Trade and Development Agency,Redirect,0,No
U.S. Trade and Development Agency,Strictly Forces HTTPS,0,No
U.S. Trade and Development Agency,Valid HTTPS,1,No
US Interagency Council on Homelessness,Broken Root,2,No
US Interagency Council on Homelessness,Broken WWW,2,No
US Interagency Council on Homelessness,Defaults to HTTPS,0,No
US Interagency Council on Homelessness,Downgrades HTTPS,0,No
US Interagency Council on Homelessness,HSTS,0,No
US Interagency Council on Homelessness,HSTS All Subdomains,0,No
US Interagency Council on Homelessness,HSTS Preload Ready,0,No
US Interagency Council on Homelessness,HTTPS Bad Chain,0,No
US Interagency Council on Homelessness,HTTPS Bad Hostname,0,No
US Interagency Council on Homelessness,Live,0,No
US Interagency Council on Homelessness,Redirect,0,No
US Interagency Council on Homelessness,Strictly Forces HTTPS,0,No
US Interagency Council on Homelessness,Valid HTTPS,0,No
United Stated Global Change Research Program,Broken Root,4,No
United Stated Global Change Research Program,Broken WWW,3,No
United Stated Global Change Research Program,Defaults to HTTPS,0,No
United Stated Global Change Research Program,Downgrades HTTPS,1,No
United Stated Global Change Research Program,HSTS,0,No
United Stated Global Change Research Program,HSTS All Subdomains,0,No
United Stated Global Change Research Program,HSTS Preload Ready,0,No
United Stated Global Change Research Program,HTTPS Bad Chain,1,No
United Stated Global Change Research Program,HTTPS Bad Hostname,0,No
United Stated Global Change Research Program,Live,1,No
United Stated Global Change Research Program,Redirect,0,No
United Stated Global Change Research Program,Strictly Forces HTTPS,0,No
United Stated Global Change Research Program,Valid HTTPS,0,No
United States Office of Government Ethics,Broken Root,2,No
United States Office of Government Ethics,Broken WWW,2,No
United States Office of Government Ethics,Defaults to HTTPS,0,No
United States Office of Government Ethics,Downgrades HTTPS,0,No
United States Office of Government Ethics,HSTS,0,No
United States Office of Government Ethics,HSTS All Subdomains,0,No
United States Office of Government Ethics,HSTS Preload Ready,0,No
United States Office of Government Ethics,HTTPS Bad Chain,0,No
United States Office of Government Ethics,HTTPS Bad Hostname,0,No
United States Office of Government Ethics,Live,0,No
United States Office of Government Ethics,Redirect,0,No
United States Office of Government Ethics,Strictly Forces HTTPS,0,No
United States Office of Government Ethics,Valid HTTPS,0,No
