Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
goes-r.gov,http://www.goes-r.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
gps.gov,http://www.gps.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
hurricanes.gov,http://www.hurricanes.gov,True,True,http://www.nhc.noaa.gov/,False,False,False,False,False,False,False,,False,False,False,False
itds.gov,http://itds.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
manufacturing.gov,http://manufacturing.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
mapstats.gov,http://www.mapstats.gov,True,True,http://www.fedstats.gov/qf,False,False,False,False,False,False,False,,False,False,False,False
marinecadastre.gov,http://marinecadastre.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mbda.gov,http://www.mbda.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
nehrp.gov,http://nehrp.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
nist.gov,http://nist.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
noaa.gov,http://www.noaa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
noaawatch.gov,http://www.noaawatch.gov,True,True,http://www.weather.gov/briefing/,False,False,False,False,False,False,False,,False,False,False,False
ntis.gov,http://www.ntis.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
ofcm.gov,http://www.ofcm.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
papahanaumokuakea.gov,http://www.papahanaumokuakea.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
pscr.gov,http://pscr.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
restorethegulf.gov,http://restorethegulf.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
sdr.gov,http://www.sdr.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
selectusa.gov,http://www.selectusa.gov,True,True,http://selectusa.commerce.gov/,False,False,False,False,True,False,False,,False,False,False,False
spaceweather.gov,http://www.spaceweather.gov,True,True,http://www.swpc.noaa.gov/,False,False,False,False,False,False,False,,False,False,False,False
spectrum.gov,http://www.spectrum.gov,True,True,http://www.ntia.doc.gov/other-publication/2014/federal-government-spectrum-compendium,False,False,False,False,False,False,False,,False,False,False,False
standards.gov,https://www.standards.gov,True,True,http://www.nist.gov/standardsgov/,False,True,False,False,True,False,False,,False,False,False,False
time.gov,http://time.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
trade.gov,http://trade.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
tsunami.gov,http://www.tsunami.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
uspto.gov,http://www.uspto.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
wdol.gov,http://wdol.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
weather.gov,http://www.weather.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
adlnet.gov,http://adlnet.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
aftac.gov,http://www.aftac.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
altusandc.gov,http://www.altusandc.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
brac.gov,http://brac.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cmts.gov,http://www.cmts.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
cnss.gov,https://www.cnss.gov,True,False,,True,True,False,True,False,False,False,,False,False,True,False
cttso.gov,http://cttso.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
defense.gov,http://www.defense.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
dod.gov,http://www.dod.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
erdc.gov,http://erdc.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
fvap.gov,http://www.fvap.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
iad.gov,https://www.iad.gov,True,False,,True,True,False,True,False,False,False,,False,False,True,False
ioss.gov,https://www.ioss.gov,True,False,,True,True,False,True,False,False,False,,False,False,True,False
itc.gov,http://www.itc.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
jccs.gov,http://www.jccs.gov,True,False,,True,False,False,True,False,False,False,,False,False,True,False
mcrmc.gov,http://www.mcrmc.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
mojavedata.gov,https://mojavedata.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
mtmc.gov,http://mtmc.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
mypay.gov,http://mypay.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
ncr.gov,http://www.ncr.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
nro.gov,http://nro.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
nrojr.gov,http://nrojr.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
nsa.gov,https://www.nsa.gov,True,False,,True,True,False,True,False,False,False,,False,False,True,False
nsep.gov,http://nsep.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
oea.gov,http://www.oea.gov,True,False,,True,False,False,False,False,False,True,max-age=631138519; includeSubDomains,False,False,False,False
osdbu.gov,http://osdbu.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
pentagon.gov,http://www.pentagon.gov,True,True,http://www.defense.gov/,False,False,True,False,True,False,False,,False,False,True,False
safexchange.gov,http://www.safexchange.gov,True,False,,False,False,False,True,False,False,False,,False,False,True,False
siteidiq.gov,http://www.siteidiq.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
tswg.gov,http://tswg.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
usandc.gov,http://www.usandc.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
aapi.gov,http://www.aapi.gov,True,True,https://www.whitehouse.gov/aapi,False,False,False,False,False,False,False,,False,False,False,False
bfelob.gov,http://www.bfelob.gov,True,True,https://bfelob.max.gov/,True,False,False,True,False,False,True,max-age=86400,True,True,False,False
childstats.gov,http://www.childstats.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
college.gov,http://www.college.gov,True,True,https://studentaid.ed.gov/redirects/college-gov,False,False,False,False,False,False,False,,False,False,False,False
collegenavigator.gov,http://www.collegenavigator.gov,True,True,http://nces.ed.gov/collegenavigator/,False,False,False,False,False,False,False,,False,False,False,False
ed.gov,http://www.ed.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
edpubs.gov,http://www.edpubs.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
education.gov,http://www.education.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
fafsa.gov,http://fafsa.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
fsapubs.gov,http://www.fsapubs.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
g5.gov,https://www.g5.gov,True,False,,False,True,False,True,False,False,False,,False,False,False,False
nagb.gov,http://nagb.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
nationsreportcard.gov,http://www.nationsreportcard.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
opportunity.gov,http://www.opportunity.gov,True,True,http://federalstudentaid.ed.gov/opportunity/index.html,False,False,False,False,True,False,False,,False,False,True,False
studentaid.gov,https://www.studentaid.gov,True,True,https://studentaid.ed.gov/,True,True,False,False,False,False,False,,False,False,False,False
studentloans.gov,https://www.studentloans.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
ameslab.gov,https://www.ameslab.gov,True,False,,True,True,False,True,False,False,False,,False,False,True,False
anl.gov,http://www.anl.gov,True,False,,True,False,True,False,False,False,False,,False,False,True,False
arm.gov,http://www.arm.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
biomassboard.gov,http://biomassboard.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
bnl.gov,http://www.bnl.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
bpa.gov,http://www.bpa.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
brc.gov,http://brc.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
buildingamerica.gov,http://www.buildingamerica.gov,True,True,http://energy.gov/eere/buildings/building-america-bringing-building-innovations-market,False,False,False,False,True,False,False,,False,False,False,False
casl.gov,http://www.casl.gov,True,False,,False,False,False,False,True,False,False,,False,False,True,False
cebaf.gov,http://www.cebaf.gov,True,True,https://www.jlab.org/,False,False,False,False,True,False,False,,False,False,False,False
cendi.gov,http://cendi.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
crt2014-2024review.gov,http://www.crt2014-2024review.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
doe.gov,http://www.doe.gov,True,True,http://www.energy.gov/,False,False,False,False,False,False,False,,False,False,True,False
doeal.gov,http://www.doeal.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
eia.gov,http://www.eia.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
energy.gov,http://energy.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
energycodes.gov,http://www.energycodes.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
energyplus.gov,http://www.energyplus.gov,True,True,http://apps1.eere.energy.gov/buildings/energyplus/?utm_source=energyplus&utm_medium=redirect&utm_campaign=energyplus%2bredirect%2b1,False,False,False,False,True,False,False,,False,False,False,False
energysaver.gov,http://www.energysaver.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,,False,False,False,False
energysavers.gov,http://www.energysavers.gov,True,True,http://energy.gov/energysaver/energy-saver,False,False,False,False,False,False,False,,False,False,False,False
fnal.gov,http://fnal.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
fueleconomy.gov,http://fueleconomy.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
hanford.gov,http://www.hanford.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
highperformancebuildings.gov,http://www.highperformancebuildings.gov,True,True,http://energy.gov/eere/buildings/commercial-buildings-integration,False,False,False,False,True,False,False,,False,False,False,False
homeenergyscore.gov,http://www.homeenergyscore.gov,True,True,http://energy.gov/eere/buildings/home-energy-score,False,False,False,False,True,False,False,,False,False,False,False
hydrogen.gov,http://hydrogen.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
inel.gov,https://www.inel.gov,True,False,,False,True,False,True,True,False,False,,False,False,True,False
inl.gov,https://inl.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
iscience.gov,http://iscience.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
isotope.gov,https://isotope.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
isotopes.gov,https://isotopes.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
kapl.gov,http://kapl.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
lanl.gov,http://lanl.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
lbl.gov,http://www.lbl.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
llnl.gov,https://www.llnl.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
nccrc.gov,http://nccrc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
nccs.gov,http://nccs.gov,True,False,,False,False,False,True,True,False,False,,False,False,False,False
ncrc.gov,http://www.ncrc.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
nersc.gov,http://www.nersc.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
neup.gov,http://www.neup.gov,True,True,https://inlportal.inl.gov/portal/server.pt?open=512&objid=600&mode=2,False,False,False,False,False,False,False,,False,False,False,False
nrel.gov,http://www.nrel.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
nrelhub.gov,http://www.nrelhub.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
ntrc.gov,http://www.ntrc.gov,True,True,http://web.ornl.gov/sci/transportation/facilities/ntrc/index.shtml,False,False,False,False,True,False,False,,False,False,True,False
nuclear.gov,http://nuclear.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
orau.gov,http://www.orau.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
ornl.gov,http://www.ornl.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
osti.gov,http://www.osti.gov,True,False,,True,False,True,False,False,False,False,,False,False,False,False
pnl.gov,http://www.pnl.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
pnnl.gov,http://www.pnnl.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
rl.gov,http://www.rl.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
salmonrecovery.gov,http://www.salmonrecovery.gov,True,False,,True,False,False,False,False,False,False,,False,False,True,False
sandia.gov,http://www.sandia.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
scidac.gov,http://www.scidac.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
science.gov,http://science.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
scienceaccelerator.gov,http://www.scienceaccelerator.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
scienceeducation.gov,http://www.scienceeducation.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
smartgrid.gov,https://www.smartgrid.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
sns.gov,http://sns.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
solardecathlon.gov,http://www.solardecathlon.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
srs.gov,http://www.srs.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
swpa.gov,http://swpa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
unnpp.gov,http://www.unnpp.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
unrpnet.gov,http://unrpnet.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
wapa.gov,http://www.wapa.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
windpoweringamerica.gov,http://www.windpoweringamerica.gov,True,True,http://apps2.eere.energy.gov/wind/windexchange/,False,False,False,False,False,False,False,,False,False,False,False
ymp.gov,http://ymp.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
acf.gov,http://www.acf.gov,True,True,http://www.acf.hhs.gov/,False,False,False,False,True,False,False,,False,False,False,False
acl.gov,http://acl.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
afterschool.gov,http://www.afterschool.gov,True,True,http://findyouthinfo.gov/,False,False,False,False,False,False,False,,False,False,True,False
agingstats.gov,http://www.agingstats.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
ahcpr.gov,http://www.ahcpr.gov,True,True,http://www.ahrq.gov/,False,False,False,False,True,False,False,,False,False,False,False
ahrq.gov,http://www.ahrq.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
aids.gov,https://aids.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,True,True,False,False
alzheimers.gov,http://alzheimers.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
aoa.gov,http://aoa.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
bam.gov,http://www.bam.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
bestbonesforever.gov,http://bestbonesforever.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
betobaccofree.gov,http://www.betobaccofree.gov,True,True,http://betobaccofree.hhs.gov/,False,False,False,False,True,False,False,,False,False,True,False
bioethics.gov,http://bioethics.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
biosecurityboard.gov,http://biosecurityboard.gov,False,False,,False,False,False,False,False,False,False,,False,False,True,True
cancer.gov,http://www.cancer.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cancernet.gov,http://www.cancernet.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cdc.gov,http://www.cdc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
childwelfare.gov,https://childwelfare.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
clinicaltrial.gov,https://clinicaltrial.gov,True,False,,False,True,False,True,True,False,False,,False,False,False,False
clinicaltrials.gov,https://clinicaltrials.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
clubdrugs.gov,http://www.clubdrugs.gov,True,True,http://www.drugabuse.gov/drugs-abuse/club-drugs,False,False,False,False,True,False,False,,False,False,False,False
cms.gov,http://cms.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
collegedrinkingprevention.gov,http://collegedrinkingprevention.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
cuidadodesalud.gov,https://www.cuidadodesalud.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;preload,False,False,False,False
dhhs.gov,http://www.dhhs.gov,True,True,http://www.hhs.gov/,False,False,False,False,False,False,False,,False,False,False,False
diabetescommittee.gov,http://www.diabetescommittee.gov,True,True,http://www.niddk.nih.gov/about-niddk/advisory-coordinating-committees/diabetes-mellitus-interagency-coordinating-committee/pages/background.aspx,False,False,False,False,False,False,False,,False,False,False,False
docline.gov,https://www.docline.gov,True,False,,True,True,True,True,False,False,False,,False,False,False,False
drugabuse.gov,http://www.drugabuse.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
drugfreeworkplace.gov,http://www.drugfreeworkplace.gov,True,True,,False,False,False,False,False,False,False,,False,False,False,False
edison.gov,http://www.edison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?type=33554433&realmoid=06-dc4d00e8-1464-45e1-937f-0525407c30fd&guid=&smauthreason=0&method=get&smagentname=-sm-938pymolvb4vrdexo04lzudvdvc%2b3899byineajusuvwnigfb2zrpwicivygcogg&target=-sm-http%3a%2f%2fpublic%2eera%2enih%2egov%2fiedison,False,False,False,True,True,False,False,,False,False,False,False
eldercare.gov,http://www.eldercare.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
endingthedocumentgame.gov,http://endingthedocumentgame.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
errp.gov,http://www.errp.gov,True,True,http://www.cms.gov/cciio/programs-and-initiatives/insurance-programs/early-retiree-reinsurance-program.html,False,False,False,False,True,False,False,,False,False,False,False
fatherhood.gov,https://fatherhood.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
fda.gov,http://www.fda.gov,True,False,,False,False,True,False,True,False,False,,False,False,False,False
findyouthinfo.gov,http://findyouthinfo.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
fitness.gov,http://fitness.gov,True,False,,False,False,False,False,True,False,False,max-age=31536000; includeSubDomains; preload,False,False,False,False
flu.gov,http://www.flu.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
foodsafety.gov,http://www.foodsafety.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
fruitsandveggiesmatter.gov,http://www.fruitsandveggiesmatter.gov,True,True,http://www.cdc.gov/nutrition/everyone/fruitsvegetables/index.html,False,False,False,False,False,False,False,,False,False,True,False
genbank.gov,http://www.genbank.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,True,False,False,,False,False,False,False
genome.gov,http://www.genome.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
girlshealth.gov,http://girlshealth.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
globalhealth.gov,http://www.globalhealth.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
grants.gov,http://www.grants.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
grantsolutions.gov,https://grantsolutions.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
guideline.gov,http://www.guideline.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
guidelines.gov,http://www.guidelines.gov,True,True,http://www.guideline.gov/,False,False,False,False,True,False,False,,False,False,False,False
hcqualitycommission.gov,http://www.hcqualitycommission.gov,True,True,http://archive.ahrq.gov/hcqual/,False,False,False,False,True,False,False,,False,False,False,False
health.gov,http://health.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
healthcare.gov,https://www.healthcare.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000;preload,False,False,False,False
healthdata.gov,http://www.healthdata.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
healthfinder.gov,http://healthfinder.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
healthindicators.gov,http://www.healthindicators.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
healthit.gov,http://healthit.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
healthreform.gov,http://healthreform.gov,True,True,https://web.archive.org/web/20130725132941/http:/www.healthreform.gov/,False,False,False,False,False,False,False,,False,False,False,True
healthypeople.gov,http://www.healthypeople.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
hearttruth.gov,http://www.hearttruth.gov,True,True,http://www.nhlbi.nih.gov/health/educational/hearttruth/,False,False,False,False,True,False,False,,False,False,False,False
hhs.gov,http://www.hhs.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
hhsoig.gov,http://hhsoig.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
hhsops.gov,http://www.hhsops.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
hiv.gov,http://hiv.gov,True,False,,True,False,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,True,True,False,False
hrsa.gov,http://hrsa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
iedison.gov,http://www.iedison.gov,True,True,https://public.era.nih.gov/iedison/public/login.do?type=33554433&realmoid=06-dc4d00e8-1464-45e1-937f-0525407c30fd&guid=&smauthreason=0&method=get&smagentname=-sm-938pymolvb4vrdexo04lzudvdvc%2b3899byineajusuvwnigfb2zrpwicivygcogg&target=-sm-http%3a%2f%2fpublic%2eera%2enih%2egov%2fiedison,False,False,False,True,True,False,False,,False,False,False,False
ihs.gov,http://www.ihs.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
insurekidsnow.gov,http://insurekidsnow.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
locatorplus.gov,http://locatorplus.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
longtermcare.gov,http://longtermcare.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
medicaid.gov,http://medicaid.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
medicalcountermeasures.gov,http://www.medicalcountermeasures.gov,True,False,,True,False,False,False,False,False,False,,False,False,True,False
medicalreservecorps.gov,https://www.medicalreservecorps.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
medicare.gov,http://medicare.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
medline.gov,http://www.medline.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,True,False,False,,False,False,False,False
medlineplus.gov,http://www.medlineplus.gov,True,True,http://www.nlm.nih.gov/medlineplus/,False,False,False,False,False,False,False,,False,False,False,False
mentalhealth.gov,http://www.mentalhealth.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
mesh.gov,http://www.mesh.gov,True,True,http://www.nlm.nih.gov/mesh/mbrowser.html,False,False,False,False,True,False,False,,False,False,False,False
mimedicare.gov,https://www.mimedicare.gov,True,True,https://es.mymedicare.gov/,True,True,False,True,False,False,False,,False,False,False,False
mymedicare.gov,https://mymedicare.gov,True,False,,True,True,False,True,False,False,False,,False,False,False,False
nationalchildrensstudy.gov,http://www.nationalchildrensstudy.gov,True,True,http://www.nichd.nih.gov/research/ncs/pages/default.aspx,True,False,False,False,False,False,False,,False,False,False,False
ncifcrf.gov,http://www.ncifcrf.gov,True,True,http://ncifrederick.cancer.gov/,True,False,False,False,False,False,False,,False,False,True,False
ngc.gov,http://www.ngc.gov,True,True,http://www.guideline.gov/,False,False,False,False,True,False,False,,False,False,False,False
nih.gov,http://nih.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
nihseniorhealth.gov,http://nihseniorhealth.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
niosh.gov,http://www.niosh.gov,True,True,http://www.cdc.gov/niosh/,False,False,False,False,False,False,False,,False,False,True,False
nlm.gov,http://www.nlm.gov,True,True,http://www.nlm.nih.gov/,False,False,False,False,True,False,False,,False,False,False,False
nnlm.gov,http://nnlm.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
organdonor.gov,http://organdonor.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
pandemicflu.gov,http://www.pandemicflu.gov,True,True,http://www.flu.gov/,False,False,False,False,True,False,False,,False,False,False,False
paperworkreduction.gov,http://paperworkreduction.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
pcip.gov,http://www.pcip.gov,True,True,http://www.cms.gov/cciio/programs-and-initiatives/insurance-programs/pre-existing-condition-insurance-plan.html,False,False,False,False,True,False,False,,False,False,False,False
phe.gov,http://www.phe.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
psc.gov,http://psc.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
pubmed.gov,http://www.pubmed.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,True,False,False,False,False,False,False,,False,False,False,False
pubmedcentral.gov,http://www.pubmedcentral.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,True,False,False,,False,False,False,False
quic.gov,http://www.quic.gov,True,True,http://archive.ahrq.gov/quic/,False,False,False,False,True,False,False,,False,False,False,False
quick.gov,http://www.quick.gov,True,True,,False,False,False,False,True,False,False,,False,False,True,False
recoverymonth.gov,http://recoverymonth.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
safeyouth.gov,http://www.safeyouth.gov,True,True,http://vetoviolence.cdc.gov/apps/stryve/,False,False,False,False,False,False,False,,False,False,True,False
samhsa.gov,http://www.samhsa.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
selectagents.gov,http://www.selectagents.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
smokefree.gov,http://smokefree.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
steroidabuse.gov,http://www.steroidabuse.gov,True,True,http://www.drugabuse.gov/drugs-abuse/steroids-anabolic,False,False,False,False,True,False,False,,False,False,False,False
stopalcoholabuse.gov,http://stopalcoholabuse.gov,True,False,,True,False,False,False,False,False,False,,False,False,False,False
stopbullying.gov,http://www.stopbullying.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
stopmedicarefraud.gov,http://www.stopmedicarefraud.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
surgeongeneral.gov,http://www.surgeongeneral.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
thecoolspot.gov,http://thecoolspot.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
therealcost.gov,http://www.therealcost.gov,True,True,http://therealcost.betobaccofree.hhs.gov/,False,False,False,False,True,False,False,,False,False,False,False
tissueengineering.gov,http://tissueengineering.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
tobacco.gov,http://www.tobacco.gov,True,True,http://betobaccofree.hhs.gov/,False,False,False,False,True,False,False,,False,False,False,False
usability.gov,http://www.usability.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
usbm.gov,http://www.usbm.gov,True,False,,False,False,False,False,False,False,False,,False,False,True,False
usphs.gov,http://usphs.gov,True,False,,False,False,False,False,False,False,False,,False,False,False,False
vaccines.gov,http://www.vaccines.gov,True,False,,False,False,False,False,True,False,False,,False,False,False,False
