Domain,Base Domain,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,OCSP Stapling,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,Not Before,Not After,Highest Served Issuer,Errors
firecode.gov,firecode.gov,False,False,True,False,False,True,False,,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2012-12-10 00:00:00+00:00,2015-12-07 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
firescience.gov,firescience.gov,False,True,True,False,False,False,False,,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-12-07 00:00:00+00:00,2016-12-06 23:59:59+00:00,Class 3 Public Primary Certification Authority,
firstrespondertraining.gov,firstrespondertraining.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-09-23 23:59:59+00:00,GeoTrust Global CA,
fiscalcommission.gov,fiscalcommission.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
fleta.gov,fleta.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-09-23 23:59:59+00:00,GeoTrust Global CA,
fletc.gov,fletc.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-09-23 23:59:59+00:00,GeoTrust Global CA,
flightschoolcandidates.gov,flightschoolcandidates.gov,False,True,True,False,True,False,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-08-18 18:41:13+00:00,2018-08-19 00:24:54+00:00,Entrust Root Certification Authority,
floodsmart.gov,floodsmart.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-12-23 23:59:59+00:00,GeoTrust Global CA,
flra.gov,flra.gov,False,False,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-19 00:00:00+00:00,2016-08-22 12:00:00+00:00,DigiCert Global Root CA,
fmcs.gov,fmcs.gov,False,False,True,True,True,True,True,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-08-11 00:00:00+00:00,2016-08-23 23:59:59+00:00,AddTrust External CA Root,
fmi.gov,fmi.gov,True,True,True,False,False,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-17 00:00:00+00:00,2016-06-17 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
fmshrc.gov,fmshrc.gov,False,False,True,False,False,False,False,,True,False,False,rsaEncryption,4096,sha256WithRSAEncryption,True,2015-02-13 00:00:00+00:00,2016-02-14 23:59:59+00:00,Class 3 Public Primary Certification Authority,
fnal.gov,fnal.gov,False,False,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2013-10-22 12:00:01+00:00,2016-03-22 12:00:00+00:00,DigiCert High Assurance EV Root CA,
fpds.gov,fpds.gov,False,True,True,False,True,False,False,,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-04-24 16:42:37+00:00,2016-04-29 10:35:44+00:00,Entrust Root Certification Authority,
frtr.gov,frtr.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-16 00:00:00+00:00,2016-09-15 23:59:59+00:00,AddTrust External CA Root,
fsd.gov,fsd.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-01-15 00:00:00+00:00,2017-01-25 12:00:00+00:00,DigiCert SHA2 Secure Server CA,
fsgb.gov,fsgb.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-05-07 15:48:05+00:00,2016-09-19 20:20:49+00:00,Go Daddy Class 2 Certification Authority,
fsrs.gov,fsrs.gov,False,True,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-04-24 16:31:26+00:00,2016-04-29 07:39:07+00:00,Entrust.net Certification Authority (2048),
ftc.gov,ftc.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
ftccomplaintassistant.gov,ftccomplaintassistant.gov,False,False,True,True,True,True,True,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-06-22 00:00:00+00:00,2018-09-05 12:00:00+00:00,DigiCert Global Root CA,
ftcefile.gov,ftcefile.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-05-20 00:00:00+00:00,2018-07-11 12:00:00+00:00,DigiCert Global Root CA,
fttesttwai.gov,fttesttwai.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,1024,sha1WithRSAEncryption,True,2009-12-16 16:09:21+00:00,2019-12-14 16:09:21+00:00,TWAI Operations,
fvap.gov,fvap.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-03-22 15:06:56+00:00,2016-05-22 20:52:02+00:00,GeoTrust Global CA,
fws.gov,fws.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-04-10 17:07:16+00:00,2017-05-30 17:13:54+00:00,GlobalSign Root CA,
g5.gov,g5.gov,False,False,True,False,True,False,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-08-15 00:00:00+00:00,2016-08-15 23:59:59+00:00,Class 3 Public Primary Certification Authority,
gao.gov,gao.gov,False,False,True,False,False,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-07-11 00:00:00+00:00,2017-06-06 23:59:59+00:00,Class 3 Public Primary Certification Authority,
genome.gov,genome.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-05-11 00:00:00+00:00,2018-02-14 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
geoplatform.gov,geoplatform.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-25 00:00:00+00:00,2016-06-29 12:00:00+00:00,DigiCert High Assurance EV Root CA,
globalchange.gov,globalchange.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-01-02 00:00:00+00:00,2016-01-07 12:00:00+00:00,Baltimore CyberTrust Root,
globe.gov,globe.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-07-23 00:00:00+00:00,2016-09-21 12:00:00+00:00,DigiCert Global Root CA,
godirect.gov,godirect.gov,False,False,True,True,True,False,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-07-21 18:13:26+00:00,2018-07-22 01:13:43+00:00,Entrust Root Certification Authority,
governmentjobs.gov,governmentjobs.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-07 00:00:00+00:00,2016-04-09 23:59:59+00:00,GeoTrust Global CA,
govsales.gov,govsales.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-07-30 00:00:00+00:00,2016-08-27 23:59:59+00:00,Class 3 Public Primary Certification Authority,
grantsolutions.gov,grantsolutions.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-04-20 18:43:10+00:00,2016-07-23 23:48:18+00:00,Entrust.net Certification Authority (2048),
gsaadvantage.gov,gsaadvantage.gov,False,True,True,False,False,False,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-06-30 00:00:00+00:00,2016-07-25 23:59:59+00:00,Class 3 Public Primary Certification Authority,
gsaauctions.gov,gsaauctions.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-10-27 00:00:00+00:00,2015-10-28 23:59:59+00:00,Class 3 Public Primary Certification Authority,
gsaig.gov,gsaig.gov,False,False,True,True,True,True,False,2048,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-17 00:00:00+00:00,2016-04-16 23:59:59+00:00,Equifax Secure Certificate Authority,
gsaxcess.gov,gsaxcess.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-10-20 00:00:00+00:00,2015-10-21 23:59:59+00:00,Class 3 Public Primary Certification Authority,
guideline.gov,guideline.gov,True,True,True,False,False,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-11-20 00:00:00+00:00,2018-11-20 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
gwa.gov,gwa.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-12-01 18:07:33+00:00,2017-12-02 04:51:19+00:00,Entrust.net Secure Server Certification Authority,
healthcare.gov,healthcare.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-10 00:00:00+00:00,2016-12-09 23:59:59+00:00,GeoTrust Global CA,
healthdata.gov,healthdata.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-05-28 22:37:38+00:00,2016-05-28 22:37:38+00:00,Go Daddy Root Certificate Authority - G2,
healthfinder.gov,healthfinder.gov,False,False,True,True,True,True,False,1024,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-04-26 00:00:00+00:00,2017-04-18 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
healthit.gov,healthit.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-13 21:16:38+00:00,2018-04-13 21:16:38+00:00,Go Daddy Root Certificate Authority - G2,
healthypeople.gov,healthypeople.gov,False,False,True,True,True,True,False,2048,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-10 00:00:00+00:00,2018-07-22 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
hhs.gov,hhs.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-07-02 00:00:00+00:00,2016-05-26 23:59:59+00:00,GeoTrust Global CA,
hispanicfarmerclaims.gov,hispanicfarmerclaims.gov,False,True,True,False,False,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-02-06 14:16:57+00:00,2017-02-21 07:49:54+00:00,Entrust.net Certification Authority (2048),
hiv.gov,hiv.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-11-21 00:00:00+00:00,2017-11-29 12:00:00+00:00,DigiCert Global Root CA,
house.gov,house.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-05-27 21:11:29+00:00,2016-05-27 21:11:25+00:00,GTE CyberTrust Global Root,
howto.gov,howto.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-11 00:00:00+00:00,2016-09-10 23:59:59+00:00,GeoTrust Global CA,
hru.gov,hru.gov,False,False,True,True,True,True,False,,True,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-03-09 14:11:39+00:00,2016-03-09 14:11:39+00:00,Go Daddy Class 2 Certification Authority,
hsr.gov,hsr.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-05-15 00:00:00+00:00,2016-03-01 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
hudoig.gov,hudoig.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-05-22 11:04:40+00:00,2016-06-15 05:38:15+00:00,Entrust Root Certification Authority,
iab.gov,iab.gov,False,False,True,True,True,True,False,,True,False,,,,,,,,,socket.timeout - timed out
iad.gov,iad.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-05-09 12:46:23+00:00,2017-05-09 12:46:23+00:00,DoD Root CA 2,
iarpa-ideas.gov,iarpa-ideas.gov,False,False,True,False,False,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-10-24 00:00:00+00:00,2016-01-06 12:00:00+00:00,DigiCert Global Root CA,
iat.gov,iat.gov,False,True,True,False,False,False,False,,False,False,,,,,,,,,utils.SSLyzeSSLConnection.SSLHandshakeRejected - TLS / Unexpected EOF
iawg.gov,iawg.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-04-21 00:00:00+00:00,2015-07-29 12:00:00+00:00,DigiCert Global Root CA,
ic3.gov,ic3.gov,False,False,True,False,False,False,False,,False,False,,,,,,,,,socket.timeout - timed out
icass.gov,icass.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-07-22 20:55:39+00:00,2018-07-22 20:55:39+00:00,Go Daddy Root Certificate Authority - G2,
ice.gov,ice.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-09-23 23:59:59+00:00,GeoTrust Global CA,
identitytheft.gov,identitytheft.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
idmanagement.gov,idmanagement.gov,True,True,True,False,False,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-05-20 00:00:00+00:00,2016-05-20 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
idtheft.gov,idtheft.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-17 00:00:00+00:00,2016-11-15 23:59:59+00:00,GeoTrust Global CA,
ignet.gov,ignet.gov,False,False,True,True,True,True,True,2048,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2012-05-16 00:00:00+00:00,2016-05-16 23:59:59+00:00,Network Solutions Certificate Authority,
ihs.gov,ihs.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-12-01 20:15:51+00:00,2016-12-31 11:32:22+00:00,Entrust Root Certification Authority,
imls.gov,imls.gov,False,True,True,True,True,True,False,4096,True,False,False,rsaEncryption,4096,sha256WithRSAEncryption,True,2015-08-01 17:01:38+00:00,2016-08-01 17:01:38+00:00,Go Daddy Class 2 Certification Authority,
inl.gov,inl.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-05 13:31:32+00:00,2018-05-05 18:41:12+00:00,Entrust Root Certification Authority,
integrity.gov,integrity.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-10-07 19:51:53+00:00,2016-06-19 09:47:11+00:00,Entrust Root Certification Authority,
intelink.gov,intelink.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-09-12 00:00:00+00:00,2018-09-11 23:59:59+00:00,Equifax Secure Certificate Authority,
invasivespeciesinfo.gov,invasivespeciesinfo.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-03-11 16:57:38+00:00,2016-03-11 16:57:38+00:00,Go Daddy Class 2 Certification Authority,
investor.gov,investor.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,4096,sha256WithRSAEncryption,True,2015-06-19 00:00:00+00:00,2016-09-14 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ioss.gov,ioss.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-05-09 12:46:23+00:00,2017-05-09 12:46:23+00:00,DoD Root CA 2,
ipac.gov,ipac.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-12-01 18:09:38+00:00,2017-12-01 20:37:49+00:00,Entrust.net Secure Server Certification Authority,
ipcc-wg2.gov,ipcc-wg2.gov,False,True,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-03-09 00:00:00+00:00,2016-04-27 12:00:00+00:00,DigiCert Global Root CA,
ipp.gov,ipp.gov,False,False,True,False,False,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-05-30 18:22:55+00:00,2017-05-31 06:42:06+00:00,Entrust.net Certification Authority (2048),
iprcenter.gov,iprcenter.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-10-20 18:56:00+00:00,2015-10-17 07:39:28+00:00,GlobalSign Root CA,
ise.gov,ise.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-09-08 00:00:00+00:00,2017-09-07 23:59:59+00:00,AddTrust External CA Root,
itap.gov,itap.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-03-11 16:58:46+00:00,2016-03-11 16:58:46+00:00,Go Daddy Class 2 Certification Authority,
itdashboard.gov,itdashboard.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-08 21:35:52+00:00,2017-07-12 09:38:30+00:00,Entrust Root Certification Authority,
itis.gov,itis.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-12-02 15:51:10+00:00,2018-06-30 03:41:06+00:00,Entrust Root Certification Authority,
its.gov,its.gov,False,True,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-12-01 18:09:59+00:00,2017-12-01 21:02:22+00:00,Entrust.net Secure Server Certification Authority,
jccs.gov,jccs.gov,False,False,False,False,False,,,,,,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-04-08 15:28:50+00:00,2016-04-08 15:28:50+00:00,DoD Root CA 2,
jct.gov,jct.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2012-04-25 00:00:00+00:00,2018-04-26 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
jem.gov,jem.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-03-10 00:00:00+00:00,2016-03-30 12:00:00+00:00,DigiCert High Assurance EV Root CA,
jobcorps.gov,jobcorps.gov,False,False,True,False,False,False,False,,False,False,,,,,,,,,utils.SSLyzeSSLConnection.SSLHandshakeRejected - TLS / Unexpected EOF
joiningforces.gov,joiningforces.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-09 02:58:16+00:00,2016-04-16 17:25:42+00:00,GeoTrust Global CA,
lacoast.gov,lacoast.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-06-07 00:00:00+00:00,2016-06-21 12:00:00+00:00,Baltimore CyberTrust Root,
lanl.gov,lanl.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-12-11 15:09:00+00:00,2016-11-19 01:56:35+00:00,Entrust Root Certification Authority,
latinofarmerclaims.gov,latinofarmerclaims.gov,False,True,True,False,False,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-02-06 14:16:57+00:00,2017-02-21 07:49:54+00:00,Entrust.net Certification Authority (2048),
lbl.gov,lbl.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-06-04 20:47:12+00:00,2016-04-09 05:12:24+00:00,Entrust.net Certification Authority (2048),
lca.gov,lca.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-01-20 00:00:00+00:00,2016-01-27 12:00:00+00:00,DigiCert High Assurance EV Root CA,
lcacommons.gov,lcacommons.gov,False,True,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-04-24 16:57:39+00:00,2016-05-10 13:11:46+00:00,Go Daddy Class 2 Certification Authority,
learnperformance.gov,learnperformance.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-11 00:00:00+00:00,2016-09-10 23:59:59+00:00,GeoTrust Global CA,
lis.gov,lis.gov,False,False,True,False,False,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-23 13:58:43+00:00,2018-08-01 15:10:11+00:00,Entrust Root Certification Authority,
listo.gov,listo.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2015-06-19 16:52:07+00:00,2016-06-19 16:52:05+00:00,GTE CyberTrust Global Root,
llis.gov,llis.gov,False,False,True,True,True,False,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-24 00:00:00+00:00,2016-12-23 23:59:59+00:00,GeoTrust Global CA,
llnl.gov,llnl.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-02-28 21:38:49+00:00,2017-03-14 00:28:40+00:00,Go Daddy Root Certificate Authority - G2,
loc.gov,loc.gov,False,False,True,True,True,False,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-05-06 14:06:36+00:00,2018-05-06 21:47:51+00:00,Entrust Root Certification Authority,
macpac.gov,macpac.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-27 18:13:10+00:00,2016-08-29 01:27:07+00:00,Entrust Root Certification Authority - G2,
makinghomeaffordable.gov,makinghomeaffordable.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-09-11 00:00:00+00:00,2016-09-10 23:59:59+00:00,GeoTrust Global CA,
max.gov,max.gov,False,False,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-08 21:41:03+00:00,2016-02-10 02:53:25+00:00,Entrust Root Certification Authority,
mcc.gov,mcc.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-25 00:00:00+00:00,2019-02-25 23:59:59+00:00,Symantec Class 3 Secure Server CA - G4,
medalofvalor.gov,medalofvalor.gov,True,True,True,True,True,True,False,1024,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2013-10-22 12:00:01+00:00,2015-12-04 12:00:00+00:00,DigiCert High Assurance EV Root CA,
medicalcountermeasures.gov,medicalcountermeasures.gov,False,True,False,False,True,True,False,1024,False,False,,,,,,,,,_nassl.OpenSSLError - error:27069065:OCSP routines:OCSP_basic_verify:certificate verify error
medicalreservecorps.gov,medicalreservecorps.gov,False,False,True,True,True,True,False,,False,False,True,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-05 00:00:00+00:00,2016-03-07 12:00:00+00:00,DigiCert Global Root CA,
medicare.gov,medicare.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-19 00:00:00+00:00,2016-06-28 23:59:59+00:00,GeoTrust Global CA,
medlineplus.gov,medlineplus.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2015-07-29 16:49:51+00:00,2017-07-30 00:07:56+00:00,Entrust Root Certification Authority,
mimedicare.gov,mimedicare.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-19 00:00:00+00:00,2016-06-28 23:59:59+00:00,GeoTrust Global CA,
mojavedata.gov,mojavedata.gov,False,False,True,True,True,True,False,2048,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,True,2014-12-09 13:14:20+00:00,2015-12-12 07:22:35+00:00,Equifax Secure Certificate Authority,
moneyfactorystore.gov,moneyfactorystore.gov,False,False,True,False,False,False,False,,False,False,,,,,,,,,utils.SSLyzeSSLConnection.SSLHandshakeRejected - TLS / Unexpected EOF
mymedicare.gov,mymedicare.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-08-19 00:00:00+00:00,2016-06-28 23:59:59+00:00,GeoTrust Global CA,
myra.gov,myra.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-06-15 13:37:55+00:00,2018-06-15 22:09:01+00:00,Entrust Root Certification Authority,
nagb.gov,nagb.gov,False,False,True,True,True,True,True,4096,False,False,False,rsaEncryption,4096,sha256WithRSAEncryption,False,2015-08-04 00:00:00+00:00,2018-02-11 23:59:59+00:00,AddTrust External CA Root,
nano.gov,nano.gov,False,True,True,True,True,True,False,2048,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2014-09-10 11:32:12+00:00,2017-09-11 03:23:46+00:00,Entrust.net Certification Authority (2048),
nasa.gov,nasa.gov,False,False,True,True,True,True,False,1024,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-05-13 00:00:00+00:00,2016-05-17 12:00:00+00:00,DigiCert Global Root CA,
nationalchildrensstudy.gov,nationalchildrensstudy.gov,False,False,True,False,False,True,False,,False,False,True,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-12-23 00:00:00+00:00,2016-01-06 12:00:00+00:00,DigiCert High Assurance EV Root CA,
nationalgangcenter.gov,nationalgangcenter.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2013-10-22 12:00:01+00:00,2016-12-19 12:00:00+00:00,DigiCert High Assurance EV Root CA,
nationalresourcedirectory.gov,nationalresourcedirectory.gov,False,False,True,True,True,True,False,,True,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-02-18 00:00:00+00:00,2016-02-19 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
nationalserviceresources.gov,nationalserviceresources.gov,False,False,True,True,True,True,False,2048,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2014-11-06 08:45:22+00:00,2015-12-08 22:01:25+00:00,GeoTrust Global CA,
nbc.gov,nbc.gov,False,False,True,False,False,False,False,,False,False,False,rsaEncryption,2048,sha1WithRSAEncryption,True,2013-05-23 00:00:00+00:00,2016-09-16 12:00:00+00:00,DigiCert High Assurance EV Root CA,
ncd.gov,ncd.gov,False,False,True,False,False,False,False,,True,False,False,rsaEncryption,4096,sha256WithRSAEncryption,False,2015-07-22 00:00:00+00:00,2016-07-22 23:59:59+00:00,VeriSign Class 3 Public Primary Certification Authority - G5,
ncifcrf.gov,ncifcrf.gov,False,False,True,True,True,True,False,,False,False,False,rsaEncryption,2048,sha256WithRSAEncryption,False,2015-04-23 21:21:46+00:00,2018-05-05 01:09:59+00:00,Go Daddy Root Certificate Authority - G2,
